search URL:,https://patents.google.com/?q=AR&country=KR
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
KR-100472752-B1,금속단백질 가수분해 효소 및 티엔에프 유리에 대한 억제제로서의 티오-치환펩티드 ,다윈 디스커버리 리미티드,"앤드류 더글라스 박스터, 존 게리 몬타나, 데이비드 알렌 오웬",1995-10-05,1996-10-04,2006-01-27,2006-01-27,https://patents.google.com/patent/KR100472752B1/ko,
KR-20070007146-A,"Method for forming pattern, thin film transistor, display device and method for manufacturing the same, and television device ",가부시키가이샤 한도오따이 에네루기 켄큐쇼,"신지 마에카와, 히로코 시로구치, 겐 후지",2004-03-19,2005-03-16,2007-01-12,,https://patents.google.com/patent/KR20070007146A/en,https://patentimages.storage.googleapis.com/0d/b2/76/111213b07ea40d/112006075517397-PCT00002.png
KR-20080008365-A,Novel pyridine derivative and pyrimidine derivative(3) ,에자이 알앤드디 매니지먼트 가부시키가이샤,"게이코 다카하시, 도모히로 마츠시마, 슈지 시로토리, 히로시 오바이시, 세츠오 후나사카",2005-08-24,2006-08-21,2008-01-23,,https://patents.google.com/patent/KR20080008365A/en,
KR-100419353-B1,N-Hydroxyformamide derivatives and a composition for inhibiting matrix metalloproteinases comprising the same ,아보트 러보러터리즈,"커턴마이클엘, 데이비드슨스티븐케이, 델라리아죠셉에프2세, 플로르쟌시크앨런에스, 기슬러제이미, 공지안츈, 구오얀, 헤이먼에이취로빈, 홈스제임스에이취, 마이클리드스마이클알, 스타인먼더글라스에이취, 와다캐롤케이, 슈리안홍",1997-07-31,1998-07-27,2004-02-19,2004-02-19,https://patents.google.com/patent/KR100419353B1/en,
KR-100256194-B1,비디오 순차내에서 이동을 추정하는 방법 및 시스템 ,"비센트 비.인그라시아, 모토로라 인코포레이티드","제임스 씨. 브레일런, 타너 오즈케릭, 아겔로스 케이. 가트사겔로스",1995-07-24,1996-06-12,2000-05-15,2000-05-15,https://patents.google.com/patent/KR100256194B1/ko,https://patentimages.storage.googleapis.com/b2/81/8c/96ea68caa278a9/kpo00069.png
KR-101165582-B1,Semiconductor device and method of manufacturing semiconductor device ,가부시키가이샤 한도오따이 에네루기 켄큐쇼,"마사후미 모리수에, 토시유키 아이사, 이쿠코 카와마타, 젠 후지",2005-01-28,2006-01-27,2012-07-23,2012-07-23,https://patents.google.com/patent/KR101165582B1/en,https://patentimages.storage.googleapis.com/42/8b/ae/fd0e8fddfbd17c/112006006947130-pat00002.png
KR-20100038230-A,"Control channel design to support one-to-one, many-to-one, and one-to-many peer-to-peer communicaions ",콸콤 인코포레이티드,"준이 리, 라지브 라로이아, 사우라브 타빌다르, 신조우 우",2007-07-10,2008-07-09,2010-04-13,,https://patents.google.com/patent/KR20100038230A/en,https://patentimages.storage.googleapis.com/7f/c8/ae/c116724a0ff785/pct00003.png
KR-20120099204-A,Complex mixed ligand open framework materials ,더 리전트 오브 더 유니버시티 오브 캘리포니아,"헥시앙 뎅, 크리스챤 제이. 도난, 오마르 엠. 야기",2009-06-19,2010-06-18,2012-09-07,,https://patents.google.com/patent/KR20120099204A/en,https://patentimages.storage.googleapis.com/90/19/7a/6f512d06dd7f60/pct00036.png
KR-100653722-B1,저유전막을 갖는 반도체소자의 제조방법 ,삼성전자주식회사,"김일구, 정주혁",2005-01-05,2005-01-05,2006-12-05,2006-12-05,https://patents.google.com/patent/KR100653722B1/ko,https://patentimages.storage.googleapis.com/f8/6b/e5/b38e51cf31c76d/112005000608957-pat00001.png
KR-101298817-B1,Process for producing magnetoresistive element and apparatus for producing magnetoresistive element ,캐논 아네르바 가부시키가이샤,영석 최,2008-03-07,2009-03-06,2013-08-23,2013-08-23,https://patents.google.com/patent/KR101298817B1/en,https://patentimages.storage.googleapis.com/7b/af/0f/f6cc44dd6b3816/112012008387070-pat00005.png
KR-101239037-B1,가교 히알루론산 겔의 제조 방법 ,가부시키가이샤 시세이도,"요시히로 요코카와, 다카시 오카, 유이치로 모리, 노리오 우에노",2004-11-15,2005-11-14,2013-03-04,2013-03-04,https://patents.google.com/patent/KR101239037B1/ko,https://patentimages.storage.googleapis.com/7b/e1/63/53810cc98ef8bf/112007021682404-pct00002.png
KR-20100036966-A,"Resist composition, method of forming resist pattern, compound and acid generator including the compound ",도쿄 오카 고교 가부시키가이샤,"아키야 가와우에, 요시유키 우츠미, 쇼 아베",2008-09-30,2009-09-28,2010-04-08,,https://patents.google.com/patent/KR20100036966A/en,
KR-19990043145-A,Substrate and a manufacturing method of a liquid crystal display device ,"구자홍, 엘지전자 주식회사","김웅권, 배성식, 최재범, 황광조",1997-11-28,1997-11-28,1999-06-15,,https://patents.google.com/patent/KR19990043145A/en,
KR-100581163-B1,"A hybrid Bacillus thuringiensis toxin, a nucleic acid encoding the same and a method for controlling an insect with the same ",신젠타 파티서페이션즈 아게,"한 페트루스 테오도루스 데, 스콧 엠 라베, 폴 제이 마일즈, 그레고리 웨인 워렌, 나딘 바바라 카로찌",2000-08-25,2001-08-23,2006-05-22,2006-05-22,https://patents.google.com/patent/KR100581163B1/en,
KR-100562682-B1,Nanocomposite magnet and method for producing the same ,가부시키가이샤 네오맥스,"토시오 미요시, 히로가쯔 카네키요, 사토시 히로사와",2000-11-13,2001-11-09,2006-03-23,2006-03-23,https://patents.google.com/patent/KR100562682B1/en,https://patentimages.storage.googleapis.com/bb/cc/76/24ada129d9c7f0/112003003382126-pct00001.png
KR-100251665-B1,Method for manufacturing fine metal articles and ceramic powders ,"칼 하인쯔 슐츠, 페터 캘레르트, 하.체. 스타르크 게엠베하 운트 코. 카게",테오쾨니히,1992-05-04,1993-04-30,2000-04-15,2000-04-15,https://patents.google.com/patent/KR100251665B1/en,
KR-19990067184-A,프로테아제 억제제 ,"스튜어트 알. 수터, 스티븐 베네티아너, 피터 존 기딩스, 스미스클라인 비참 코포레이션","토마스 조세프 카, 레니 루이즈 데잘리스, 티모시 프란시스 갤라거, 스테이시 마리 핼버트, 혜자 오, 스코트 케빈 톰슨, 다니엘 프랭크 베버, 데니스 신지 야마시따, 잭 훼쿼 옌",1995-10-30,1996-10-30,1999-08-16,,https://patents.google.com/patent/KR19990067184A/ko,
KR-20090053823-A,플라즈마 세정 방법 및 플라즈마 ｃｖｄ 방법 ,도쿄엘렉트론가부시키가이샤,"마사유키 고노, 도시오 나카니시, 다츠오 니시타",2006-09-19,2007-09-18,2009-05-27,,https://patents.google.com/patent/KR20090053823A/ko,https://patentimages.storage.googleapis.com/af/d8/1c/0a6af34180ea7e/112009015693883-PCT00001.png
KR-100856339-B1,Method of manufacturing semiconductor device ,가부시키가이샤 한도오따이 에네루기 켄큐쇼,"나카무라오사무, 다이리키코지, 무라카미사토시, 야마자키쓴페이, 카지와라마사유키, 코에주카주니치",2001-01-18,2002-01-18,2008-09-04,2008-09-04,https://patents.google.com/patent/KR100856339B1/en,https://patentimages.storage.googleapis.com/df/d1/2a/c359380c5d4394/112002004697653-pat00083.png
KR-101185930-B1,자기이방성 희토류 소결자석의 제조방법 및 제조장치 ,인터메탈릭스 가부시키가이샤,"히로시 나가타, 마사토 사가와, 오사무 이타타니",2004-07-01,2005-06-30,2012-09-26,2012-09-26,https://patents.google.com/patent/KR101185930B1/ko,https://patentimages.storage.googleapis.com/13/41/b7/104a76b8286383/112007002848700-pct00001.png
KR-20080063865-A,Inhibitors of diacylglycerol acyltransferase (dgat) ,에프. 호프만-라 로슈 아게,"쉬밍 리, 리 아포스틀 맥더모트, 데이비드 로버트 볼린, 웨이야 윤, 아드리안 와이힝 정, 이민 키안, 파리보르즈 피루즈니아, 매튜 마이클 해밀턴",2005-11-28,2006-11-17,2008-07-07,,https://patents.google.com/patent/KR20080063865A/en,
KR-20040078122-A,2-아실아미노티아졸 유도체 또는 그 염 ,야마노우치세이야쿠 가부시키가이샤,"스가사와게이조, 와타누키스스무, 고가유지, 나가타히로시, 오비쓰가즈요시, 와카야마류타로, 히라야마후쿠시, 스즈키겐이치",2002-01-18,2003-01-15,2004-09-08,,https://patents.google.com/patent/KR20040078122A/ko,
KR-20140082631-A,Led based illumination module with a reflective mask ,"시카토, 인코포레이티드.","제라르드 하버스, 서지 제이. 에이. 비어후이젠",2011-06-24,2012-06-20,2014-07-02,,https://patents.google.com/patent/KR20140082631A/en,https://patentimages.storage.googleapis.com/76/73/82/fd2c3eb21f12dc/pct00003.png
KR-100454836-B1,Method and apparatus for forming solder bumps for a semiconductor device ,소니 가부시끼 가이샤,야나기다도시하루,1996-11-28,1997-11-27,2005-01-17,2005-01-17,https://patents.google.com/patent/KR100454836B1/en,https://patentimages.storage.googleapis.com/2b/ed/a8/8615742b787419/pat00018.png
KR-100675263-B1,Semiconductor device and manufacturing method thereof ,가부시키가이샤 한도오따이 에네루기 켄큐쇼,"스자와히데오미, 아라이야스유키, 야마자키순페이, 오노코지",1999-07-22,2000-07-22,2007-01-29,2007-01-29,https://patents.google.com/patent/KR100675263B1/en,https://patentimages.storage.googleapis.com/27/49/59/6bf38105b86aec/112000015346216-pat00003.png
KR-20080090559-A,"Film forming method, plasma film forming apparatus and storage medium ",도쿄엘렉트론가부시키가이샤,"츠카사 마츠다, 야스시 미즈사와, 다카시 사쿠마, 오사무 요코야마, 다로 이케다, 다츠오 하타노",2006-02-09,2007-02-09,2008-10-08,,https://patents.google.com/patent/KR20080090559A/en,https://patentimages.storage.googleapis.com/0e/18/6f/3f8ac669d9bf10/112008061843644-PCT00002.png
KR-101069520-B1,유기발광소자 및 이의 제조방법 ,주식회사 엘지화학,"강민수, 손세환, 이정형",2008-10-01,2009-10-01,2011-09-30,2011-09-30,https://patents.google.com/patent/KR101069520B1/ko,https://patentimages.storage.googleapis.com/49/3a/19/de1e525471ce9d/112009060748895-pat00040.png
KR-20130094762-A,"Heterocyclic compound, light-emitting element, light-emitting device, electronic device, and lighting device ",가부시키가이샤 한도오따이 에네루기 켄큐쇼,"히로시 카도마, 노부하루 오사와, 사토시 세오",2010-03-01,2013-07-02,2013-08-26,,https://patents.google.com/patent/KR20130094762A/en,https://patentimages.storage.googleapis.com/28/d5/ee/f13be673ffaba3/pat00147.png
KR-20140094520-A,유기 일렉트로 루미네선스 소자 및 유기 일렉트로 루미네선스 소자용 재료 ,이데미쓰 고산 가부시키가이샤,"가즈키 니시무라, 도시나리 오기와라, 구미코 히비노, 데츠야 이노우에, 미츠노리 이토",2011-10-26,2012-10-26,2014-07-30,,https://patents.google.com/patent/KR20140094520A/ko,https://patentimages.storage.googleapis.com/52/20/82/935bfe07d11094/pct00283.png
KR-20080015521-A,Method for oxy-fuel combustion ,주피터 옥시젠 코포레이션,디트리히 엠 그로스,2001-04-27,2002-03-22,2008-02-19,,https://patents.google.com/patent/KR20080015521A/en,https://patentimages.storage.googleapis.com/2d/0c/df/eb46d00f88133b/112008005634617-PAT00001.png
KR-100228412-B1,Stabilised polymers containing heteroatoms in the main chain ,"에프. 아. 프라저, 에른스트 알테르 (에. 알테르), 한스 페터 비틀린 (하. 페. 비틀린), 피. 랍 보프, 브이. 스펜글러, 페. 아에글러, 시바 스페셜티 케미칼스 홀딩 인크.","슈미테르 앙드레, 부르데스카 쿠르트, 슬룽고 마리오, 비르바움 쟈-루크",1991-02-21,1992-02-14,1999-11-01,1999-11-01,https://patents.google.com/patent/KR100228412B1/en,
KR-101506919-B1,Novel compounds for organic electronic material and organic electronic device using the same ,롬엔드하스전자재료코리아유한회사,"음성진, 조영준, 권혁주, 김봉옥, 김성민, 윤승수",2008-10-31,2008-10-31,2015-03-30,2015-03-30,https://patents.google.com/patent/KR101506919B1/en,https://patentimages.storage.googleapis.com/3d/61/59/5a829b14369024/112008075763505-pat00176.png
KR-20100024569-A,박막 트랜지스터 표시판 및 그 제조 방법 ,삼성전자주식회사,"김봉균, 박홍식, 서남석, 양동주, 윤필상, 이병진, 정종현, 최영주, 홍선영",2008-08-26,2008-08-26,2010-03-08,,https://patents.google.com/patent/KR20100024569A/ko,https://patentimages.storage.googleapis.com/7f/8b/6a/130d0def8121ab/112008060594950-PAT00002.png
KR-20080052603-A,통기 부재 ,닛토덴코 가부시키가이샤,"도시끼 야나기, 사또루 후루야마",2005-08-24,2006-08-23,2008-06-11,,https://patents.google.com/patent/KR20080052603A/ko,https://patentimages.storage.googleapis.com/9f/52/c0/4e853c4f382724/112008020425498-PCT00001.png
KR-100480858-B1,Non-Aqueous Electrolyte Secondary Battery ,소니 가부시끼 가이샤,"다까시 오노, 히사유끼 가또, 요시까쯔 야마모또, 다까끼 모리",1996-12-24,1997-12-23,2005-05-16,2005-05-16,https://patents.google.com/patent/KR100480858B1/en,https://patentimages.storage.googleapis.com/a5/3d/3c/1ace7cf8ff9eef/pat00006.png
KR-101816938-B1,유기 전계발광 소자용 재료 ,메르크 파텐트 게엠베하,"아미르 호싸인 파르함, 크리슈토프 플룸",2009-10-08,2010-09-09,2018-01-09,2018-01-09,https://patents.google.com/patent/KR101816938B1/ko,
KR-101474579-B1,"결정형 3ｄ- 및 2ｄ-공유결합성 유기 골격의 합성, 특성분석 및 디자인 ",더 리전트 오브 더 유니버시티 오브 캘리포니아,"오마르 엠. 야기, 아드리엔 피. 코테, 하니 엠. 엘-카데리, 요셉 알. 헌트",2007-01-24,2008-01-24,2014-12-18,2014-12-18,https://patents.google.com/patent/KR101474579B1/ko,https://patentimages.storage.googleapis.com/33/e8/1a/a30a1440143f3d/112009043941330-pct00028.png
KR-20050083605-A,Injectable multimodal polymer depot compositions and uses thereof ,알자 코포레이션,"첸구오후아, 휴스톤폴, 클라이너로타르, 라이트제레미",2002-07-31,2003-07-28,2005-08-26,,https://patents.google.com/patent/KR20050083605A/en,
KR-20080028425-A,Nitrogen-containing heterocyclic derivative having electron-attracting substituent and organic electroluminescence element using the same ,이데미쓰 고산 가부시키가이샤,"마사히로 가와무라, 다카시 아라카네, 히로시 야마모토, 치시오 호소카와",2005-07-11,2006-05-09,2008-03-31,,https://patents.google.com/patent/KR20080028425A/en,
KR-970005927-B1,"디아릴메틸피페리딘 또는 피페라진의 피리딘 및 피리딘 n-옥사이드 유도체, 이를 함유하는 약제학적 조성물 및 이의 제조방법 ","에릭 에스. 딕커, 쉐링 코포레이션","제이. 피윈스키 존, 옹 제씨, 제이. 그린 마이클, 세이들 베라, 프라이어리 리차드",1990-10-10,1991-10-08,1997-04-22,1997-04-22,https://patents.google.com/patent/KR970005927B1/ko,
KR-20050081566-A,Method for harq transmission of compressed mode in communication system using high speed downlink packet access scheme ,삼성전자주식회사,"신교숙, 류준상, 최규현, 김헌기",2004-02-14,2004-02-14,2005-08-19,,https://patents.google.com/patent/KR20050081566A/en,
KR-100474158-B1,고압방전램프 ,코닌클리케 필립스 일렉트로닉스 엔.브이.,"덴 뉘벤후이젠 후버투스 코넬리스 마리아 반, 마르티누스 조셉 마리아 케셀스, 게라르두스 마르티누스 조세퍼스 프란시스쿠스 뤼즈크스, 덴 호엑 윌렘 자코부스 반, 헨드릭 매테우스 블리커",1996-07-11,1997-06-12,2005-05-16,2005-05-16,https://patents.google.com/patent/KR100474158B1/ko,
KR-20100122505-A,Raf inhibitor compounds and methods of use thereof ,"어레이 바이오파마 인크., 제넨테크, 인크.","자넷 군즈너, 조나스 그리나, 브래드 뉴하우스, 엘렌 알. 레어드, 리 렌, 요아힘 루돌프, 시몬 마티유, 킴 말레스키, 데이비드 모레노, 알렉산드르 제이. 부크멜터, 카테리 에이. 아렌트, 웬디 비. 영, 차오양 웬, 스티븐 마크 웬글로우스키, 베이니안 펭, 조슈아 디. 한센",2008-02-29,2009-02-27,2010-11-22,,https://patents.google.com/patent/KR20100122505A/en,
KR-20080091503-A,아미도 화합물 및 약제로서의 이의 용도 ,인사이트 코포레이션,"윈-룽 리, 원칭 야오, 진충 줘",2006-01-31,2007-01-30,2008-10-13,,https://patents.google.com/patent/KR20080091503A/ko,
KR-101757292-B1,"유기 전계 발광 소자용 재료, 및 유기 전계 발광 소자 ",유디씨 아일랜드 리미티드,"사키 다카다, 데츠로 오츠카, 다케시 무라카미",2009-09-30,2010-09-24,2017-07-12,2017-07-12,https://patents.google.com/patent/KR101757292B1/ko,https://patentimages.storage.googleapis.com/cf/c2/63/13ab83cccbb02f/112012025918013-pct00139.png
KR-100989663-B1,"단말 장치의 시야에 포함되지 않는 객체에 대한 정보를 제공하기 위한 방법, 단말 장치 및 컴퓨터 판독 가능한 기록 매체 ",(주)올라웍스,"류중희, 류하나, 이경숙, 이해일, 주찬진",2010-01-29,2010-01-29,2010-10-26,2010-10-26,https://patents.google.com/patent/KR100989663B1/ko,https://patentimages.storage.googleapis.com/e6/c0/27/c088adae39ea4f/112010006484614-pat00001.png
KR-20160075436-A,반도체 장치 ,가부시키가이샤 한도오따이 에네루기 켄큐쇼,"겐고 아키모토, 마사시 츠부쿠",2008-11-07,2016-06-10,2016-06-29,,https://patents.google.com/patent/KR20160075436A/ko,https://patentimages.storage.googleapis.com/49/95/b0/9da4051f392085/pat00001.png
KR-100571299-B1,Pen topira nosil nucleosides and methods for their preparation ,나노겐 레코그노믹스 게엠베하,"미쿨카크리스티안, 부르딘스키게르하르트, 브란트슈테터틸만, 빈트하브노르베르트",1997-09-22,1998-09-21,2006-04-17,2006-04-17,https://patents.google.com/patent/KR100571299B1/en,https://patentimages.storage.googleapis.com/58/96/43/d20897be7f27b6/112000005480674-pct00042.png
KR-20020041320-A,오가노실리케이트층의 증착방법 ,"조셉 제이. 스위니, 어플라이드 머티어리얼스, 인코포레이티드","프레드릭 가일라르, 리-쿤 지아, 엘리 이에",2000-11-27,2001-11-27,2002-06-01,,https://patents.google.com/patent/KR20020041320A/ko,
KR-20070033981-A,"가교된 생합성물질을 형성하기 위한 조성물 및 시스템, 및이와 관련된 제조 및 사용 방법 ",안지오테크 바이오매터리알스 코포레이션,"조지 와이. 다닐로프, 루이스 씨. 셀, 올로프 미카엘 트롤사스, 쟉퀼린 쉬뢰더, 데이비드 엠. 그라베트, 필립 엠. 톨레이키스",2004-04-28,2005-04-28,2007-03-27,,https://patents.google.com/patent/KR20070033981A/ko,https://patentimages.storage.googleapis.com/75/1a/de/cf5bfbed8c7eb7/112006087961922-PCT00063.png
KR-20040007738-A,Processing device and processing method ,동경 엘렉트론 주식회사,"간난히로시, 마츠오카다카아키",2002-01-17,2003-01-17,2004-01-24,,https://patents.google.com/patent/KR20040007738A/en,
KR-101164718-B1,Compositions and methods relating to novel compounds and targets thereof ,더 리젠츠 오브 더 유니버시티 오브 미시간,게리 디. 글릭,2007-03-09,2008-03-07,2012-07-11,2012-07-11,https://patents.google.com/patent/KR101164718B1/en,
KR-101134197-B1,저에너지 수소종 생성 방법 및 플라즈마 반응기 ,블랙라이트 파워 인코포레이티드,란델 엘. 밀스,2003-04-15,2004-04-08,2012-04-09,2012-04-09,https://patents.google.com/patent/KR101134197B1/ko,https://patentimages.storage.googleapis.com/9a/69/e1/63d8f5798830e2/112005058014715-pct00039.png
KR-20020022625-A,액정 표시 장치 ,"가나이 쓰토무, 가부시키가이샤 히타치세이사쿠쇼","오께류따로, 나까요시요시아끼, 오노기꾸오",2000-09-20,2001-09-20,2002-03-27,,https://patents.google.com/patent/KR20020022625A/ko,
KR-20110002879-A,결합식 플라즈마 강화 증착 기법 ,인터몰레큘러 인코퍼레이티드,"수닐 샨커, 토니 치앙",2008-05-02,2009-05-01,2011-01-10,,https://patents.google.com/patent/KR20110002879A/ko,https://patentimages.storage.googleapis.com/63/2d/b4/623d82a9a78ff9/pct00001.png
KR-100989299-B1,"Functionalized ionic liquids, and methods of use thereof ",유니버시티 오브 사우스 앨라배마,데이비스제임스에이치주니어,2002-04-05,2003-04-04,2010-10-22,2010-10-22,https://patents.google.com/patent/KR100989299B1/en,https://patentimages.storage.googleapis.com/1f/7f/15/c2ccfa14c81dee/112004045131563-pct00114.png
KR-100735470-B1,Method of manufacturing nitride-based semiconductor light emitting device ,삼성전기주식회사,"김동유, 김석순, 손철수, 조제희, 홍현기",2006-05-19,2006-05-19,2007-07-03,2007-07-03,https://patents.google.com/patent/KR100735470B1/en,https://patentimages.storage.googleapis.com/07/05/ac/24dbab6d52246d/112006035059653-pat00001.png
KR-100196669-B1,건설기계의 영역제한 굴삭제어장치 ,"세구치 류이치, 히다치 겡키 가부시키 가이샤","도이찌 히라따, 에이지 야마가따, 히로시 와따나베, 마사까즈 하가, 가즈오 후지시마, 히로유끼 아다찌",1994-04-28,1995-04-27,1999-06-15,1999-06-15,https://patents.google.com/patent/KR100196669B1/ko,
KR-20080068720-A,Aromatic amine derivative and organic electroluminescent element employing the same ,이데미쓰 고산 가부시키가이샤,"치시오 호소카와, 마사카즈 후나하시",2005-11-21,2006-10-11,2008-07-23,,https://patents.google.com/patent/KR20080068720A/en,https://patentimages.storage.googleapis.com/85/3c/0c/3017c653b21d01/112008035645498-PCT00022.png
KR-20150053253-A,Soft landing nanolaminates for advanced patterning ,"노벨러스 시스템즈, 인코포레이티드","프랭크 엘. 파스퀄, 샹카르 스와미나탄, 애드리언 라보이, 네이더 샴마, 기리쉬 딕싯",2013-11-07,2014-11-07,2015-05-15,,https://patents.google.com/patent/KR20150053253A/en,https://patentimages.storage.googleapis.com/3a/b6/16/026b0b72306f63/pat00001.png
KR-20100094550-A,Novel systemic pesticide ,메이지 세이카 가부시키가이샤,"마사아키 미토미, 신지 사쿠라이, 미츠유키 야부자키, 카즈히코 오야마, 료 호리코쉬",2007-12-21,2008-12-19,2010-08-26,,https://patents.google.com/patent/KR20100094550A/en,
KR-100569776-B1,Bicyclic Heteroaromatic Compounds As Protein Tyrosine Kinase Inhibitors ,글락소 그룹 리미티드,"스티븐 배리 건트립, 카렌 엘리자베쓰 랙키, 캐써린 제인 스미쓰, 말콤 클리브 카터, 조지 스튜어트 쿡커릴",1998-01-12,1999-01-08,2006-04-11,2006-04-11,https://patents.google.com/patent/KR100569776B1/en,
KR-100938950-B1,Substituted phenylalkanoic acid derivative and use thereof ,아사히 가세이 파마 가부시키가이샤,"히로시 구리야마, 모또시 쇼다",2002-02-21,2003-02-20,2010-01-26,2010-01-26,https://patents.google.com/patent/KR100938950B1/en,
KR-101477614-B1,신규한 유기 발광 화합물 및 이를 채용하고 있는 유기 전계 발광 소자 ,롬엔드하스전자재료코리아유한회사,"신효님, 황수진, 김희숙, 윤석근, 이미자, 김남균, 조영준, 권혁주, 이경주, 김봉옥",2010-09-17,2011-09-14,2014-12-31,2014-12-31,https://patents.google.com/patent/KR101477614B1/ko,
KR-20100128207-A,유기 전계발광 소자 ,메르크 파텐트 게엠베하,"안야 게르하르트, 에스테르 브로이닝, 필립 슈퇴젤, 도미니크 요스텐, 아미르 호자인 파르함, 크리슈토프 플룸, 홀거 하일",2009-05-27,2009-06-22,2010-12-07,,https://patents.google.com/patent/KR20100128207A/ko,
KR-100235544-B1,"Multi-component system for modifying, degrading or bleaching lignin, lignin-containing materials or similar substances and method using it ","프레이 폴커, 콘소티움 퓌르 에렉트로헤미쉐 인두스트리 게엠베하","스토레르 위르겐, 칼 한스-페테르, 프로이덴라이히 요한네스, 아만 만프레드, 뮬레르 로버트",1996-08-13,1997-08-11,1999-12-15,1999-12-15,https://patents.google.com/patent/KR100235544B1/en,
KR-20150109288-A,플라즈마 전-세정 모듈 및 공정 ,에이에스엠 아이피 홀딩 비.브이.,"존 톨레, 매튜 쥐. 굿맨, 로버트 마이클 바인, 에릭 알. 힐",2014-03-19,2015-03-18,2015-10-01,,https://patents.google.com/patent/KR20150109288A/ko,https://patentimages.storage.googleapis.com/01/7f/fa/b4f5d2b01ee367/pat00001.png
KR-20080077615-A,Nitrogenous heterocyclic derivative and organic electroluminescence device making use of the same ,이데미쓰 고산 가부시키가이샤,"마사히로 가와무라, 미네유키 구보타, 마사히데 마츠우라, 히로시 야마모토",2005-12-02,2006-12-01,2008-08-25,,https://patents.google.com/patent/KR20080077615A/en,
KR-101763422-B1,Organic electroluminescent devices ,메르크 파텐트 게엠베하,"필립 슈퇴젤, 홀거 하일, 도미니크 요슈텐, 크리슈토프 플룸, 안야 게르하르트, 에스테르 브로이닝, 아미르 호자인 파르함",2008-11-11,2009-11-10,2017-07-31,2017-07-31,https://patents.google.com/patent/KR101763422B1/en,
KR-20090033144-A,서스펜션 제어 장치 ,가부시끼가이샤 히다치 세이사꾸쇼,"다카히데 고바야시, 노부시게 와카마츠, 류스케 히라오",2007-09-28,2008-09-26,2009-04-01,,https://patents.google.com/patent/KR20090033144A/ko,https://patentimages.storage.googleapis.com/5e/c5/ed/c54cd3105ddad4/112008067938230-PAT00018.png
KR-100847167-B1,단말기 및 통신 시스템 ,히다찌 커뮤니케이션 테크놀로지,"유끼꼬 다께다, 다께히로 모리시게, 히데노리 이노우찌, 유스께 하라",2003-07-09,2004-07-07,2008-07-17,2008-07-17,https://patents.google.com/patent/KR100847167B1/ko,https://patentimages.storage.googleapis.com/87/af/2e/185b13f9baebf1/112006000759742-pct00001.png
KR-20050094860-A,"Methods for preparing aqueous colored pigment dispersions, and inkjet ink compositions ",캐보트 코포레이션,알렉산더 아이. 샤크노비치,2003-01-17,2004-01-16,2005-09-28,,https://patents.google.com/patent/KR20050094860A/en,
KR-100230981-B1,반도체장치 제조공정의 플라즈마 식각 방법 ,"김광호, 삼성전자주식회사","이휘건, 문대식, 김성경, 김경훈, 곽규환",1996-05-08,1996-05-08,1999-11-15,1999-11-15,https://patents.google.com/patent/KR100230981B1/ko,
KR-20110010612-A,Antioxidant inflammation modulators: oleanolic acid derivatives with amino and other modifications at c-17 ,리타 파마슈티컬스 잉크.,"멜린 비스닉, 에릭 앤더슨, 신 장",2008-04-18,2009-04-20,2011-02-01,,https://patents.google.com/patent/KR20110010612A/en,https://patentimages.storage.googleapis.com/a4/d9/d2/964f480c4a471f/pct00001.png
KR-20140059169-A,키나아제 저해제 ,"더 리젠츠 오브 더 유니버시티 오브 캘리포니아, 프린시피아 바이오파마, 인코퍼레이티드","존 윌리암 주니어 톤턴, 케네쓰 알버트 브라멜드, 데이비드 마이클 골드스타인, 제시 맥팔랜드, 시얌 크리쉬난, 조나단 초이",2011-05-17,2012-05-16,2014-05-15,,https://patents.google.com/patent/KR20140059169A/ko,
KR-101364423-B1,Organic electroluminescent element ,이데미쓰 고산 가부시키가이샤,"다까시 아라까네, 히또시 구마, 겐이찌 후꾸오까, 히로시 야먀모또, 치시오 호소까와",2005-11-07,2006-11-02,2014-02-17,2014-02-17,https://patents.google.com/patent/KR101364423B1/en,https://patentimages.storage.googleapis.com/e8/13/bc/02d5568a886e7e/112008032107241-pct00015.png
KR-101818611-B1,"난연성 폴리카보네이트 조성물, 이의 제조 방법 및 이로부터 형성된 물품 ",사빅 글로벌 테크놀러지스 비.브이.,"폴 디. 사이버트, 로라 쥐. 슐츠 흄, 제임스 에프. 후버",2011-03-31,2012-03-29,2018-01-15,2018-01-15,https://patents.google.com/patent/KR101818611B1/ko,
KR-20050090410-A,트란스타이레틴 안정화 및 트란스타이레틴 미스폴딩 저해용조성물 및 방법 ,더 스크립스 리서치 인스티튜트,"제프리 더블유 켈리, 요시키 세키지마",2002-12-19,2003-12-19,2005-09-13,,https://patents.google.com/patent/KR20050090410A/ko,
KR-100851833-B1,"석영 글라스 부품, 세라믹 부품 및 그 제조방법 ",토소가부시키가이샤,"아베마사노리, 오카모토미치오, 타카하시코야타",2001-11-13,2002-11-12,2008-08-13,2008-08-13,https://patents.google.com/patent/KR100851833B1/ko,https://patentimages.storage.googleapis.com/a2/5f/d8/97797d65f809c1/112002037348528-pat00001.png
